Year,Region,Country Name,Income Group,Cost - Men (% of income per capita),Cost - Men (% of income per capita) - Score,Cost - Women (% of income per capita),Cost - Women (% of income per capita) - Score,Procedures required - Men (number),Procedures required - Men (number) - Score,Procedures required - Women (number),Procedures required - Women (number) - Score,Time - Men (days),Time - Men (days) - Score,Time - Women (days),Time - Women (days)- Score,Cost (Average) - Score,Procedures required (Average) - Score,Time (Average) - Score,Cost (Average),Procedures required (Average),Time (Average)
2008,Sub-Saharan Africa,Sudan,Lower middle income,57.3,71.36173,57.3,71.36173,10.0,47.05882,11.0,41.17647,38.0,62.31156,39.0,61.30653,71.36173,44.117644999999996,61.809045,57.3,10.5,38.5
2008,Sub-Saharan Africa,Senegal,Lower middle income,107.0,46.4859,107.0,46.4859,11.0,41.17647,11.0,41.17647,58.0,42.21106,58.0,42.21106,46.4859,41.17647,42.21106,107.0,11.0,58.0
2008,Sub-Saharan Africa,Sierra Leone,Low income,1180.7,0.0,1180.7,0.0,8.0,58.82353,8.0,58.82353,26.0,74.37186,26.0,74.37186,0.0,58.82353,74.37186,1180.7,8.0,26.0
2008,Sub-Saharan Africa,Somalia,Low income,,,,,,,,,,,,,,,,,,
2008,Sub-Saharan Africa,South Sudan,Low income,,,,,,,,,,,,,,,,,,
2008,Sub-Saharan Africa,São Tomé and Principe,Lower middle income,132.5,33.73029,132.5,33.73029,11.0,41.17647,11.0,41.17647,145.0,0.0,145.0,0.0,33.73029,41.17647,0.0,132.5,11.0,145.0
2008,Sub-Saharan Africa,Eswatini,Lower middle income,38.7,80.64417,38.7,80.64417,12.0,35.29412,12.0,35.29412,60.0,40.20101,60.0,40.20101,80.64417,35.29412,40.20101,38.7,12.0,60.0
2008,Sub-Saharan Africa,Seychelles,High income,29.7,85.16288,29.7,85.16288,10.0,47.05882,10.0,47.05882,33.0,67.33668,33.0,67.33668,85.16288,47.05882,67.33668,29.7,10.0,33.0
2008,Sub-Saharan Africa,Chad,Low income,273.3,0.0,273.3,0.0,13.0,29.41176,13.0,29.41176,62.0,38.19095,62.0,38.19095,0.0,29.41176,38.19095,273.3,13.0,62.0
2008,Sub-Saharan Africa,Togo,Low income,245.7,0.0,245.7,0.0,13.0,29.41176,13.0,29.41176,60.0,40.20101,60.0,40.20101,0.0,29.41176,40.20101,245.7,13.0,60.0
2008,Sub-Saharan Africa,Tanzania,Low income,155.5,22.26673,155.5,22.26673,12.0,35.29412,12.0,35.29412,32.0,68.34171,32.0,68.34171,22.26673,35.29412,68.34171,155.5,12.0,32.0
2008,Sub-Saharan Africa,Uganda,Low income,92.0,53.9873,92.0,53.9873,17.0,5.88235,17.0,5.88235,30.0,70.35176,30.0,70.35176,53.9873,5.88235,70.35176,92.0,17.0,30.0
2008,Sub-Saharan Africa,South Africa,Upper middle income,7.1,96.43832,7.1,96.43832,8.0,58.82353,8.0,58.82353,53.0,47.23618,53.0,47.23618,96.43832,58.82353,47.23618,7.1,8.0,53.0
2008,Sub-Saharan Africa,Zambia,Lower middle income,30.5,84.74551,30.5,84.74551,7.0,64.70588,7.0,64.70588,34.0,66.33166,34.0,66.33166,84.74551,64.70588,66.33166,30.5,7.0,34.0
2008,Sub-Saharan Africa,Zimbabwe,Lower middle income,676.1,0.0,676.1,0.0,10.0,47.05882,10.0,47.05882,94.0,6.03015,94.0,6.03015,0.0,47.05882,6.03015,676.1,10.0,94.0
2009,East Asia & Pacific,Australia,High income,0.8,99.57975,0.8,99.57975,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.57975,88.23529,97.98995,0.8,3.0,2.5
2009,East Asia & Pacific,Brunei,High income,9.2,95.38076,9.2,95.38076,21.0,0.0,22.0,0.0,121.0,0.0,122.0,0.0,95.38076,0.0,0.0,9.2,21.5,121.5
2009,East Asia & Pacific,China,Upper middle income,,,,,,,,,,,,,,,,,,
2009,East Asia & Pacific,Fiji,Upper middle income,25.2,87.42379,25.2,87.42379,8.0,58.82353,8.0,58.82353,44.0,56.28141,44.0,56.28141,87.42379,58.82353,56.28141,25.2,8.0,44.0
2009,East Asia & Pacific,Micronesia,Lower middle income,137.5,31.25419,137.5,31.25419,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,31.25419,64.70588,84.42211,137.5,7.0,16.0
2009,East Asia & Pacific,"Hong Kong SAR, China",High income,2.0,99.00794,2.0,99.00794,5.0,76.47059,5.0,76.47059,11.0,89.44724,11.0,89.44724,99.00794,76.47059,89.44724,2.0,5.0,11.0
2009,East Asia & Pacific,Indonesia,Lower middle income,,,,,,,,,,,,,,,,,,
2009,East Asia & Pacific,Japan,High income,,,,,,,,,,,,,,,,,,
2009,East Asia & Pacific,Cambodia,Lower middle income,150.6,24.6776,150.6,24.6776,11.0,41.17647,11.0,41.17647,102.0,0.0,102.0,0.0,24.6776,41.17647,0.0,150.6,11.0,102.0
2009,East Asia & Pacific,Kiribati,Lower middle income,63.6,68.1854,63.6,68.1854,7.0,64.70588,7.0,64.70588,31.0,69.34673,31.0,69.34673,68.1854,64.70588,69.34673,63.6,7.0,31.0
2009,East Asia & Pacific,Korea,High income,16.9,91.52573,16.9,91.52573,10.0,47.05882,10.0,47.05882,17.0,83.41709,17.0,83.41709,91.52573,47.05882,83.41709,16.9,10.0,17.0
2009,East Asia & Pacific,Lao PDR,Lower middle income,17.5,91.25206,17.5,91.25206,11.0,41.17647,11.0,41.17647,86.0,14.07035,86.0,14.07035,91.25206,41.17647,14.07035,17.5,11.0,86.0
2009,East Asia & Pacific,Marshall Islands,Upper middle income,17.4,91.30467,17.4,91.30467,5.0,76.47059,5.0,76.47059,17.0,83.41709,17.0,83.41709,91.30467,76.47059,83.41709,17.4,5.0,17.0
2009,East Asia & Pacific,Myanmar,Lower middle income,,,,,,,,,,,,,,,,,,
2009,East Asia & Pacific,Mongolia,Lower middle income,4.0,97.99614,4.0,97.99614,8.0,58.82353,8.0,58.82353,17.0,83.41709,17.0,83.41709,97.99614,58.82353,83.41709,4.0,8.0,17.0
2009,East Asia & Pacific,Malaysia,Upper middle income,18.9,90.55818,18.9,90.55818,10.0,47.05882,11.0,41.17647,20.0,80.40201,21.0,79.39698,90.55818,44.117644999999996,79.899495,18.9,10.5,20.5
2009,East Asia & Pacific,New Zealand,High income,0.4,99.80335,0.4,99.80335,1.0,100.0,1.0,100.0,0.5,100.0,0.5,100.0,99.80335,100.0,100.0,0.4,1.0,0.5
2009,East Asia & Pacific,Philippines,Lower middle income,30.4,84.79503,30.4,84.79503,17.0,5.88235,17.0,5.88235,34.0,66.33166,34.0,66.33166,84.79503,5.88235,66.33166,30.4,17.0,34.0
2009,East Asia & Pacific,Palau,High income,4.6,97.70792,4.6,97.70792,8.0,58.82353,8.0,58.82353,28.0,72.36181,28.0,72.36181,97.70792,58.82353,72.36181,4.6,8.0,28.0
2009,East Asia & Pacific,Papua New Guinea,Lower middle income,21.7,89.162,21.7,89.162,6.0,70.58824,6.0,70.58824,52.0,48.24121,52.0,48.24121,89.162,70.58824,48.24121,21.7,6.0,52.0
2009,East Asia & Pacific,Singapore,High income,0.9,99.57452,0.9,99.57452,4.0,82.35294,4.0,82.35294,3.5,96.98492,3.5,96.98492,99.57452,82.35294,96.98492,0.9,4.0,3.5
2009,East Asia & Pacific,Solomon Islands,Lower middle income,93.5,53.25174,93.5,53.25174,7.0,64.70588,7.0,64.70588,55.0,45.22613,55.0,45.22613,53.25174,64.70588,45.22613,93.5,7.0,55.0
2009,East Asia & Pacific,Thailand,Upper middle income,14.7,92.65189,14.7,92.65189,10.0,47.05882,10.0,47.05882,35.0,65.32663,35.0,65.32663,92.65189,47.05882,65.32663,14.7,10.0,35.0
2009,East Asia & Pacific,Timor-Leste,Lower middle income,6.9,96.56085,6.9,96.56085,11.0,41.17647,11.0,41.17647,157.0,0.0,157.0,0.0,96.56085,41.17647,0.0,6.9,11.0,157.0
2009,East Asia & Pacific,Tonga,Upper middle income,9.6,95.18942,9.6,95.18942,4.0,82.35294,4.0,82.35294,25.0,75.37688,25.0,75.37688,95.18942,82.35294,75.37688,9.6,4.0,25.0
2009,East Asia & Pacific,"Taiwan, China",High income,4.0,97.99271,4.0,97.99271,8.0,58.82353,8.0,58.82353,41.0,59.29648,41.0,59.29648,97.99271,58.82353,59.29648,4.0,8.0,41.0
2009,East Asia & Pacific,Vietnam,Lower middle income,16.8,91.61378,16.8,91.61378,10.0,47.05882,10.0,47.05882,37.0,63.31658,37.0,63.31658,91.61378,47.05882,63.31658,16.8,10.0,37.0
2009,East Asia & Pacific,Vanuatu,Lower middle income,69.7,65.13228,69.7,65.13228,8.0,58.82353,8.0,58.82353,47.0,53.26633,47.0,53.26633,65.13228,58.82353,53.26633,69.7,8.0,47.0
2009,East Asia & Pacific,Samoa,Upper middle income,39.8,80.09214,39.8,80.09214,8.0,58.82353,8.0,58.82353,35.0,65.32663,35.0,65.32663,80.09214,58.82353,65.32663,39.8,8.0,35.0
2009,Europe & Central Asia,Albania,Upper middle income,42.5,78.73491,42.5,78.73491,8.0,58.82353,8.0,58.82353,10.0,90.45226,10.0,90.45226,78.73491,58.82353,90.45226,42.5,8.0,10.0
2009,Europe & Central Asia,Armenia,Upper middle income,3.6,98.21792,3.6,98.21792,9.0,52.94118,9.0,52.94118,17.0,83.41709,17.0,83.41709,98.21792,52.94118,83.41709,3.6,9.0,17.0
2009,Europe & Central Asia,Austria,High income,5.1,97.4305,5.1,97.4305,8.0,58.82353,8.0,58.82353,25.0,75.37688,25.0,75.37688,97.4305,58.82353,75.37688,5.1,8.0,25.0
2009,Europe & Central Asia,Azerbaijan,Upper middle income,4.3,97.84355,4.3,97.84355,6.0,70.58824,6.0,70.58824,10.0,90.45226,10.0,90.45226,97.84355,70.58824,90.45226,4.3,6.0,10.0
2009,Europe & Central Asia,Belgium,High income,5.5,97.23361,5.5,97.23361,5.0,76.47059,5.0,76.47059,4.5,95.9799,4.5,95.9799,97.23361,76.47059,95.9799,5.5,5.0,4.5
2009,Europe & Central Asia,Bulgaria,Upper middle income,3.0,98.51015,3.0,98.51015,7.0,64.70588,7.0,64.70588,56.0,44.22111,56.0,44.22111,98.51015,64.70588,44.22111,3.0,7.0,56.0
2009,Europe & Central Asia,Bosnia and Herzegovina,Upper middle income,31.6,84.22294,31.6,84.22294,13.0,29.41176,13.0,29.41176,99.0,1.00503,99.0,1.00503,84.22294,29.41176,1.00503,31.6,13.0,99.0
2009,Europe & Central Asia,Belarus,Upper middle income,8.3,95.85696,8.3,95.85696,9.0,52.94118,9.0,52.94118,32.0,68.34171,32.0,68.34171,95.85696,52.94118,68.34171,8.3,9.0,32.0
2009,Europe & Central Asia,Switzerland,High income,2.4,98.80715,2.4,98.80715,6.0,70.58824,6.0,70.58824,18.0,82.41206,18.0,82.41206,98.80715,70.58824,82.41206,2.4,6.0,18.0
2009,Europe & Central Asia,Cyprus,High income,14.1,92.96637,14.1,92.96637,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,92.96637,70.58824,92.46231,14.1,6.0,8.0
2009,Europe & Central Asia,Czech Republic,High income,9.6,95.18832,9.6,95.18832,9.0,52.94118,9.0,52.94118,35.0,65.32663,35.0,65.32663,95.18832,52.94118,65.32663,9.6,9.0,35.0
2009,Europe & Central Asia,Germany,High income,5.6,97.17679,5.6,97.17679,9.0,52.94118,9.0,52.94118,17.5,82.91457,17.5,82.91457,97.17679,52.94118,82.91457,5.6,9.0,17.5
2009,Europe & Central Asia,Denmark,High income,0.0,100.0,0.0,100.0,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,100.0,76.47059,93.96985,0.0,5.0,6.5
2009,Europe & Central Asia,Spain,High income,14.9,92.56476,14.9,92.56476,10.0,47.05882,10.0,47.05882,61.0,39.19598,61.0,39.19598,92.56476,47.05882,39.19598,14.9,10.0,61.0
2009,Europe & Central Asia,Estonia,High income,1.7,99.142,1.7,99.142,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,99.142,76.47059,93.96985,1.7,5.0,6.5
2009,Europe & Central Asia,Finland,High income,1.0,99.51647,1.0,99.51647,3.0,88.23529,3.0,88.23529,17.0,83.41709,17.0,83.41709,99.51647,88.23529,83.41709,1.0,3.0,17.0
2009,Europe & Central Asia,France,High income,1.0,99.4804,1.0,99.4804,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,99.4804,76.47059,93.96985,1.0,5.0,6.5
2009,Europe & Central Asia,United Kingdom,High income,0.8,99.62227,0.8,99.62227,6.0,70.58824,6.0,70.58824,11.5,88.94472,11.5,88.94472,99.62227,70.58824,88.94472,0.8,6.0,11.5
2009,Europe & Central Asia,Georgia,Upper middle income,4.0,97.97579,4.0,97.97579,3.0,88.23529,3.0,88.23529,3.0,97.48744,3.0,97.48744,97.97579,88.23529,97.48744,4.0,3.0,3.0
2009,Europe & Central Asia,Greece,High income,22.5,88.77443,22.5,88.77443,15.0,17.64706,15.0,17.64706,19.0,81.40704,19.0,81.40704,88.77443,17.64706,81.40704,22.5,15.0,19.0
2009,Europe & Central Asia,Croatia,High income,10.1,94.95699,10.1,94.95699,8.0,58.82353,8.0,58.82353,22.5,77.88945,22.5,77.88945,94.95699,58.82353,77.88945,10.1,8.0,22.5
2009,Europe & Central Asia,Hungary,High income,8.4,95.80677,8.4,95.80677,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,95.80677,76.47059,94.47236,8.4,5.0,6.0
2009,Europe & Central Asia,Ireland,High income,0.3,99.85686,0.3,99.85686,4.0,82.35294,4.0,82.35294,19.0,81.40704,19.0,81.40704,99.85686,82.35294,81.40704,0.3,4.0,19.0
2009,Europe & Central Asia,Iceland,High income,2.6,98.71374,2.6,98.71374,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,98.71374,76.47059,95.47739,2.6,5.0,5.0
2009,Europe & Central Asia,Italy,High income,18.5,90.75929,18.5,90.75929,7.0,64.70588,7.0,64.70588,12.0,88.44221,12.0,88.44221,90.75929,64.70588,88.44221,18.5,7.0,12.0
2009,Europe & Central Asia,Kazakhstan,Upper middle income,5.2,97.37733,5.2,97.37733,9.0,52.94118,9.0,52.94118,27.0,73.36683,27.0,73.36683,97.37733,52.94118,73.36683,5.2,9.0,27.0
2009,Europe & Central Asia,Kyrgyz Republic,Lower middle income,7.4,96.29869,7.4,96.29869,6.0,70.58824,6.0,70.58824,19.0,81.40704,19.0,81.40704,96.29869,70.58824,81.40704,7.4,6.0,19.0
2009,Europe & Central Asia,Liechtenstein,High income,,,,,,,,,,,,,,,,,,
2009,Europe & Central Asia,Lithuania,High income,2.7,98.63969,2.7,98.63969,7.0,64.70588,7.0,64.70588,26.0,74.37186,26.0,74.37186,98.63969,64.70588,74.37186,2.7,7.0,26.0
2009,Europe & Central Asia,Luxembourg,High income,6.5,96.76903,6.5,96.76903,5.0,76.47059,5.0,76.47059,24.0,76.38191,24.0,76.38191,96.76903,76.47059,76.38191,6.5,5.0,24.0
2009,Europe & Central Asia,Latvia,High income,2.3,98.84174,2.3,98.84174,5.0,76.47059,5.0,76.47059,15.5,84.92462,15.5,84.92462,98.84174,76.47059,84.92462,2.3,5.0,15.5
2009,Europe & Central Asia,Moldova,Lower middle income,8.9,95.55594,8.9,95.55594,10.0,47.05882,10.0,47.05882,16.0,84.42211,16.0,84.42211,95.55594,47.05882,84.42211,8.9,10.0,16.0
2009,Europe & Central Asia,North Macedonia,Upper middle income,3.1,98.43295,3.1,98.43295,10.0,47.05882,10.0,47.05882,22.0,78.39196,22.0,78.39196,98.43295,47.05882,78.39196,3.1,10.0,22.0
2009,Europe & Central Asia,Montenegro,Upper middle income,4.6,97.70541,4.6,97.70541,15.0,17.64706,15.0,17.64706,23.0,77.38693,23.0,77.38693,97.70541,17.64706,77.38693,4.6,15.0,23.0
2009,Europe & Central Asia,Netherlands,High income,5.9,97.05194,5.9,97.05194,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,97.05194,70.58824,92.46231,5.9,6.0,8.0
2009,Europe & Central Asia,Norway,High income,2.1,98.94815,2.1,98.94815,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,98.94815,76.47059,94.47236,2.1,5.0,6.0
2009,Europe & Central Asia,Poland,High income,17.5,91.24193,17.5,91.24193,11.0,41.17647,11.0,41.17647,45.0,55.27638,45.0,55.27638,91.24193,41.17647,55.27638,17.5,11.0,45.0
2009,Europe & Central Asia,Portugal,High income,6.5,96.76417,6.5,96.76417,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,96.76417,70.58824,93.46734,6.5,6.0,7.0
2009,Europe & Central Asia,Romania,Upper middle income,3.6,98.18376,3.6,98.18376,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,98.18376,70.58824,92.46231,3.6,6.0,8.0
2009,Europe & Central Asia,Russia,Upper middle income,,,,,,,,,,,,,,,,,,
2009,Europe & Central Asia,San Marino,High income,,,,,,,,,,,,,,,,,,
2009,Europe & Central Asia,Serbia,Upper middle income,7.6,96.19879,7.6,96.19879,11.0,41.17647,11.0,41.17647,23.0,77.38693,23.0,77.38693,96.19879,41.17647,77.38693,7.6,11.0,23.0
2009,Europe & Central Asia,Slovak Republic,High income,3.3,98.3417,3.3,98.3417,8.0,58.82353,8.0,58.82353,28.5,71.8593,28.5,71.8593,98.3417,58.82353,71.8593,3.3,8.0,28.5
2009,Europe & Central Asia,Slovenia,High income,0.1,99.94593,0.1,99.94593,7.0,64.70588,7.0,64.70588,20.5,79.8995,20.5,79.8995,99.94593,64.70588,79.8995,0.1,7.0,20.5
2009,Europe & Central Asia,Sweden,High income,0.6,99.69734,0.6,99.69734,3.0,88.23529,3.0,88.23529,16.0,84.42211,16.0,84.42211,99.69734,88.23529,84.42211,0.6,3.0,16.0
2009,Europe & Central Asia,Tajikistan,Low income,27.6,86.19007,27.6,86.19007,13.0,29.41176,13.0,29.41176,66.0,34.17085,66.0,34.17085,86.19007,29.41176,34.17085,27.6,13.0,66.0
2009,Europe & Central Asia,Turkey,Upper middle income,15.6,92.18967,15.6,92.18967,10.0,47.05882,10.0,47.05882,10.5,89.94975,10.5,89.94975,92.18967,47.05882,89.94975,15.6,10.0,10.5
2009,Europe & Central Asia,Ukraine,Lower middle income,6.8,96.5984,6.8,96.5984,11.0,41.17647,11.0,41.17647,28.0,72.36181,28.0,72.36181,96.5984,41.17647,72.36181,6.8,11.0,28.0
2009,Europe & Central Asia,Uzbekistan,Lower middle income,8.1,95.96551,8.1,95.96551,9.0,52.94118,9.0,52.94118,14.0,86.43216,14.0,86.43216,95.96551,52.94118,86.43216,8.1,9.0,14.0
2009,Europe & Central Asia,Kosovo,Upper middle income,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean,Argentina,Upper middle income,12.8,93.59996,12.8,93.59996,14.0,23.52941,14.0,23.52941,30.0,70.35176,30.0,70.35176,93.59996,23.52941,70.35176,12.8,14.0,30.0
2009,Latin America & Caribbean,Antigua and Barbuda,High income,11.1,94.43588,11.1,94.43588,9.0,52.94118,9.0,52.94118,22.0,78.39196,22.0,78.39196,94.43588,52.94118,78.39196,11.1,9.0,22.0
2009,Latin America & Caribbean,The Bahamas,High income,9.8,95.08372,9.8,95.08372,7.0,64.70588,7.0,64.70588,30.5,69.84925,30.5,69.84925,95.08372,64.70588,69.84925,9.8,7.0,30.5
2009,Latin America & Caribbean,Belize,Upper middle income,36.5,81.7472,36.5,81.7472,9.0,52.94118,9.0,52.94118,43.0,57.28643,43.0,57.28643,81.7472,52.94118,57.28643,36.5,9.0,43.0
2009,Latin America & Caribbean,Bolivia,Lower middle income,106.2,46.9222,106.2,46.9222,14.0,23.52941,14.0,23.52941,49.0,51.25628,49.0,51.25628,46.9222,23.52941,51.25628,106.2,14.0,49.0
2009,Latin America & Caribbean,Brazil,Upper middle income,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean,Barbados,High income,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean,Chile,High income,10.0,95.00749,10.0,95.00749,9.0,52.94118,9.0,52.94118,40.0,60.30151,40.0,60.30151,95.00749,52.94118,60.30151,10.0,9.0,40.0
2009,Latin America & Caribbean,Colombia,Upper middle income,14.9,92.55737,14.9,92.55737,10.0,47.05882,10.0,47.05882,35.0,65.32663,35.0,65.32663,92.55737,47.05882,65.32663,14.9,10.0,35.0
2009,Latin America & Caribbean,Costa Rica,Upper middle income,11.4,94.28739,11.4,94.28739,12.0,35.29412,12.0,35.29412,74.0,26.13065,74.0,26.13065,94.28739,35.29412,26.13065,11.4,12.0,74.0
2009,Latin America & Caribbean,Dominica,Upper middle income,25.5,87.23651,25.5,87.23651,5.0,76.47059,5.0,76.47059,13.0,87.43719,13.0,87.43719,87.23651,76.47059,87.43719,25.5,5.0,13.0
2009,Latin America & Caribbean,Dominican Republic,Upper middle income,19.4,90.29849,19.4,90.29849,8.0,58.82353,8.0,58.82353,15.0,85.42714,15.0,85.42714,90.29849,58.82353,85.42714,19.4,8.0,15.0
2009,Latin America & Caribbean,Ecuador,Upper middle income,35.3,82.34962,35.3,82.34962,14.0,23.52941,14.0,23.52941,65.0,35.17588,65.0,35.17588,82.34962,23.52941,35.17588,35.3,14.0,65.0
2009,Latin America & Caribbean,Grenada,Upper middle income,30.2,84.89713,30.2,84.89713,6.0,70.58824,6.0,70.58824,19.0,81.40704,19.0,81.40704,84.89713,70.58824,81.40704,30.2,6.0,19.0
2009,Latin America & Caribbean,Guatemala,Upper middle income,53.4,73.31639,53.4,73.31639,14.0,23.52941,14.0,23.52941,36.0,64.32161,36.0,64.32161,73.31639,23.52941,64.32161,53.4,14.0,36.0
2009,Latin America & Caribbean,Guyana,Upper middle income,65.0,67.47652,65.0,67.47652,8.0,58.82353,8.0,58.82353,38.0,62.31156,38.0,62.31156,67.47652,58.82353,62.31156,65.0,8.0,38.0
2009,Latin America & Caribbean,Honduras,Lower middle income,50.9,74.53278,50.9,74.53278,12.0,35.29412,12.0,35.29412,20.0,80.40201,20.0,80.40201,74.53278,35.29412,80.40201,50.9,12.0,20.0
2009,Latin America & Caribbean,Haiti,Low income,266.0,0.0,266.0,0.0,13.0,29.41176,13.0,29.41176,224.0,0.0,224.0,0.0,0.0,29.41176,0.0,266.0,13.0,224.0
2009,Latin America & Caribbean,Jamaica,Upper middle income,7.9,96.04924,7.9,96.04924,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,96.04924,70.58824,92.46231,7.9,6.0,8.0
2009,Latin America & Caribbean,St. Kitts and Nevis,High income,11.9,94.04035,11.9,94.04035,7.0,64.70588,7.0,64.70588,19.0,81.40704,19.0,81.40704,94.04035,64.70588,81.40704,11.9,7.0,19.0
2009,Latin America & Caribbean,St. Lucia,Upper middle income,22.6,88.72478,22.6,88.72478,6.0,70.58824,6.0,70.58824,20.0,80.40201,20.0,80.40201,88.72478,70.58824,80.40201,22.6,6.0,20.0
2009,Latin America & Caribbean,Mexico,Upper middle income,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean,Nicaragua,Lower middle income,115.2,42.3858,115.2,42.3858,8.0,58.82353,8.0,58.82353,39.0,61.30653,39.0,61.30653,42.3858,58.82353,61.30653,115.2,8.0,39.0
2009,Latin America & Caribbean,Panama,High income,11.5,94.22768,11.5,94.22768,6.0,70.58824,6.0,70.58824,12.0,88.44221,12.0,88.44221,94.22768,70.58824,88.44221,11.5,6.0,12.0
2009,Latin America & Caribbean,Peru,Upper middle income,25.1,87.42758,25.1,87.42758,11.0,41.17647,11.0,41.17647,67.0,33.16583,67.0,33.16583,87.42758,41.17647,33.16583,25.1,11.0,67.0
2009,Latin America & Caribbean,Puerto Rico,High income,1.7,99.13019,1.7,99.13019,7.0,64.70588,7.0,64.70588,7.0,93.46734,7.0,93.46734,99.13019,64.70588,93.46734,1.7,7.0,7.0
2009,Latin America & Caribbean,Paraguay,Upper middle income,66.1,66.94581,66.1,66.94581,7.0,64.70588,7.0,64.70588,35.0,65.32663,35.0,65.32663,66.94581,64.70588,65.32663,66.1,7.0,35.0
2009,Latin America & Caribbean,El Salvador,Lower middle income,55.6,72.1861,55.6,72.1861,9.0,52.94118,9.0,52.94118,16.5,83.9196,16.5,83.9196,72.1861,52.94118,83.9196,55.6,9.0,16.5
2009,Latin America & Caribbean,Suriname,Upper middle income,120.0,39.97572,120.0,39.97572,13.0,29.41176,13.0,29.41176,690.0,0.0,690.0,0.0,39.97572,29.41176,0.0,120.0,13.0,690.0
2009,Latin America & Caribbean,Trinidad and Tobago,High income,0.9,99.57467,0.9,99.57467,9.0,52.94118,9.0,52.94118,41.0,59.29648,41.0,59.29648,99.57467,52.94118,59.29648,0.9,9.0,41.0
2009,Latin America & Caribbean,Uruguay,High income,43.5,78.24374,43.5,78.24374,11.0,41.17647,11.0,41.17647,43.0,57.28643,43.0,57.28643,78.24374,41.17647,57.28643,43.5,11.0,43.0
2009,Latin America & Caribbean,St. Vincent and the Grenadines,Upper middle income,26.8,86.61525,26.8,86.61525,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,86.61525,58.82353,88.44221,26.8,8.0,12.0
2009,Latin America & Caribbean,Venezuela,Upper middle income,26.8,86.58164,26.8,86.58164,18.0,0.0,18.0,0.0,141.0,0.0,141.0,0.0,86.58164,0.0,0.0,26.8,18.0,141.0
2009,Middle East & North Africa,United Arab Emirates,High income,11.6,94.17918,11.6,94.17918,9.0,52.94118,10.0,47.05882,18.0,82.41206,19.0,81.40704,94.17918,50.0,81.90955,11.6,9.5,18.5
2009,Middle East & North Africa,Bahrain,High income,0.6,99.71114,0.6,99.71114,7.0,64.70588,8.0,58.82353,9.0,91.45729,10.0,90.45226,99.71114,61.76470499999999,90.954775,0.6,7.5,9.5
2009,Middle East & North Africa,Djibouti,Lower middle income,245.2,0.0,245.2,0.0,11.0,41.17647,11.0,41.17647,37.0,63.31658,37.0,63.31658,0.0,41.17647,63.31658,245.2,11.0,37.0
2009,Middle East & North Africa,Algeria,Upper middle income,10.8,94.62213,10.8,94.62213,13.0,29.41176,13.0,29.41176,22.0,78.39196,22.0,78.39196,94.62213,29.41176,78.39196,10.8,13.0,22.0
2009,Middle East & North Africa,Egypt,Lower middle income,44.9,77.54707,44.9,77.54707,9.0,52.94118,10.0,47.05882,12.0,88.44221,13.0,87.43719,77.54707,50.0,87.9397,44.9,9.5,12.5
2009,Middle East & North Africa,Iran,Upper middle income,4.6,97.72016,4.6,97.72016,10.0,47.05882,11.0,41.17647,80.0,20.1005,81.0,19.09548,97.72016,44.117644999999996,19.59799,4.6,10.5,80.5
2009,Middle East & North Africa,Iraq,Upper middle income,126.9,36.54586,126.9,36.54586,11.0,41.17647,12.0,35.29412,30.0,70.35176,31.0,69.34673,36.54586,38.235295,69.849245,126.9,11.5,30.5
2009,Middle East & North Africa,Israel,High income,4.4,97.79937,4.4,97.79937,5.0,76.47059,5.0,76.47059,18.0,82.41206,18.0,82.41206,97.79937,76.47059,82.41206,4.4,5.0,18.0
