Country Name,Country Code,Region,Income Group,Year,Starting a business - Score,Starting a business: Cost - Average (% of income per capita) - Score,Starting a business: Procedures required - Average (number) - Score,Starting a business: Time - Average (days) - Score,Starting a business: Paid-in Minimum capital (% of income per capita) - Score
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2011,78.9,90.7498,52.94118,82.41206,89.39197
"Taiwan, China",TWN,East Asia & Pacific,High income,2011,88.5,98.0216,70.58824,85.42714,100.0
Ireland,IRL,Europe & Central Asia,High income,2011,90.9,99.82232,82.35294,81.40704,100.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,68.0,90.76194,47.05882,34.17085,100.0
Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,82.2,98.39721,58.82353,83.41709,88.30081
Bhutan,BTN,South Asia,Lower middle income,2011,77.5,96.96612,58.82353,54.27136,100.0
Brunei,BRN,East Asia & Pacific,High income,2011,48.3,93.20705,0.0,0.0,100.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,88.9,98.45716,70.58824,86.43216,100.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2011,72.0,75.88293,58.82353,53.26633,100.0
Malawi,MWI,Sub-Saharan Africa,Low income,2011,64.3,45.7828,47.05882,64.32161,100.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2011,62.1,93.32716,41.17647,14.07035,100.0
Australia,AUS,East Asia & Pacific,High income,2011,96.5,99.64234,88.23529,97.98995,100.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2011,81.5,94.59856,52.94118,86.43216,91.86786
Austria,AUT,Europe & Central Asia,High income,2011,79.6,97.41824,58.82353,75.37688,86.72714
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,81.0,91.26719,50.0,82.914575,100.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2011,91.7,98.13664,82.35294,86.43216,100.0
Uruguay,URY,Latin America & Caribbean,High income,2011,64.1,78.94369,41.17647,36.1809,100.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,90.4,98.46565,70.58824,92.46231,100.0
United States,USA,North America,High income,2011,,,,,100.0
Maldives,MDV,South Asia,Upper middle income,2011,88.3,95.29118,70.58824,88.44221,99.07146
Kuwait,KWT,Middle East & North Africa,High income,2011,67.5,99.32722,26.470585,64.82412,79.32021
Bahrain,BHR,Middle East & North Africa,High income,2011,74.2,99.68234,61.76470499999999,90.954775,44.27035
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2011,46.2,84.91845,0.0,0.0,100.0
Latvia,LVA,Europe & Central Asia,High income,2011,89.2,99.22934,76.47059,84.92462,96.02754
Madagascar,MDG,Sub-Saharan Africa,Low income,2011,63.0,72.84069,52.94118,88.44221,37.96401
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,71.7,89.64349,23.52941,75.8794,97.7348
Afghanistan,AFG,South Asia,Low income,2011,87.8,86.6427,73.529415,90.954775,100.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2011,40.2,0.82645,47.05882,13.06533,100.0
Albania,ALB,Europe & Central Asia,Upper middle income,2011,87.3,84.10538,70.58824,94.47236,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2011,,,,,
Liberia,LBR,Sub-Saharan Africa,Low income,2011,76.5,55.84262,70.58824,79.39698,100.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2011,83.0,86.03432,64.70588,81.40704,100.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2011,73.2,93.5364,29.41176,78.39196,91.39844
United Kingdom,GBR,Europe & Central Asia,High income,2011,89.8,99.64301,70.58824,88.94472,100.0
Yemen,YEM,Middle East & North Africa,Low income,2011,78.6,58.94562,67.64706,87.9397,100.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,77.5,86.98015,64.70588,61.30653,96.9882
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,46.5,0.0,58.82353,34.17085,92.83668
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2011,42.0,52.8132,32.352940000000004,36.683415,46.10185
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,81.5,94.76782,52.94118,78.39196,100.0
Luxembourg,LUX,Europe & Central Asia,High income,2011,88.3,98.93692,76.47059,83.9196,94.04451
Lebanon,LBN,Middle East & North Africa,Upper middle income,2011,74.2,62.36929,58.82353,85.42714,90.04745
Vietnam,VNM,East Asia & Pacific,Lower middle income,2011,77.8,93.94505,52.94118,64.32161,100.0
Lithuania,LTU,Europe & Central Asia,High income,2011,84.6,98.59507,70.58824,78.39196,90.97088
Thailand,THA,East Asia & Pacific,Upper middle income,2011,78.9,96.1317,52.94118,66.33166,99.99878
Bangladesh,BGD,South Asia,Lower middle income,2011,,,,,100.0
Kosovo,XKX,Europe & Central Asia,Upper middle income,2011,61.7,85.6404,47.05882,42.21106,71.88801
Tonga,TON,East Asia & Pacific,Upper middle income,2011,88.6,96.50972,82.35294,75.37688,100.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2011,56.8,52.40146,23.52941,51.25628,100.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,,,,,97.7043
Jordan,JOR,Middle East & North Africa,Upper middle income,2011,83.1,87.30107,61.76470499999999,87.9397,95.52098
Togo,TGO,Sub-Saharan Africa,Low income,2011,22.9,10.93001,64.70588,16.0804,0.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2011,50.4,85.52963,23.52941,0.0,92.37197
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2011,45.6,97.15347,47.05882,0.0,38.11881
Micronesia,FSM,East Asia & Pacific,Lower middle income,2011,70.1,31.0876,64.70588,84.42211,100.0
Japan,JPN,East Asia & Pacific,High income,2011,,,,,99.99999
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,71.9,99.24345,47.05882,41.20603,100.0
The Gambia,GMB,Sub-Saharan Africa,Low income,2011,58.1,0.1752,58.82353,73.36683,100.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2011,,,,,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2011,84.1,96.06711,52.94118,90.45226,97.01719
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2011,90.1,97.42494,70.58824,92.46231,100.0
The Bahamas,BHS,Latin America & Caribbean,High income,2011,84.1,94.64338,64.70588,76.88442,100.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2011,83.8,92.64196,52.94118,89.44724,100.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2011,83.9,99.52143,64.70588,75.37688,96.08645
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,91.4,98.115835,73.529415,93.96985,100.0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2011,79.7,99.60986,58.82353,60.30151,100.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2011,83.6,93.67516,55.882355000000004,84.92462499999999,100.0
Barbados,BRB,Latin America & Caribbean,High income,2011,,,,,100.0
Ukraine,UKR,Europe & Central Asia,Lower middle income,2011,77.4,96.42702,41.17647,72.36181,99.44154
Malta,MLT,Middle East & North Africa,High income,2011,,,,,99.60092
Korea,KOR,East Asia & Pacific,High income,2011,84.5,92.64606,58.82353,86.43216,100.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2011,87.8,99.01434,64.70588,87.43719,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2011,59.7,52.81746,11.76471,74.37186,100.0
Mali,MLI,Sub-Saharan Africa,Low income,2011,61.6,60.15476,70.58824,92.46231,23.30079
Belgium,BEL,Europe & Central Asia,High income,2011,91.2,97.16482,76.47059,95.9799,95.10616
Kiribati,KIR,East Asia & Pacific,Lower middle income,2011,76.3,76.42648,64.70588,69.34673,94.57059
Turkey,TUR,Europe & Central Asia,Upper middle income,2011,81.4,91.07575,47.05882,89.94975,97.51853
Belize,BLZ,Latin America & Caribbean,Upper middle income,2011,73.1,82.11098,52.94118,57.28643,99.98455
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,51.6,72.00366,52.94118,81.40704,0.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,65.8,72.39708,23.52941,67.33668,100.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2011,81.5,97.51395,41.17647,87.43719,100.0
Benin,BEN,Sub-Saharan Africa,Low income,2011,40.4,22.821335,44.117644999999996,65.829145,28.6743
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,87.8,91.19479,76.47059,83.41709,100.0
New Zealand,NZL,East Asia & Pacific,High income,2011,100.0,99.81658,100.0,100.0,100.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2011,67.7,76.90384,61.76470499999999,79.899495,52.04803
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2011,88.5,99.05973,70.58824,84.42211,100.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,72.8,94.89793,23.52941,72.86432500000001,100.0
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2011,78.4,77.41732,52.94118,83.9196,99.25816
San Marino,SMR,Europe & Central Asia,High income,2011,,,,,94.30318
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2011,74.5,68.01487,64.70588,65.32663,100.0
Czech Republic,CZE,Europe & Central Asia,High income,2011,77.2,95.32709,52.94118,68.34171,92.27618
Guyana,GUY,Latin America & Caribbean,Upper middle income,2011,81.9,91.51734,58.82353,77.38693,100.0
Germany,DEU,Europe & Central Asia,High income,2011,81.5,97.59381,52.94118,85.92965,89.52737
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2011,36.1,49.53954,0.0,0.0,94.66823
Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,88.2,89.00344,76.47059,87.43719,100.0
Somalia,SOM,Sub-Saharan Africa,Low income,2011,,,,,100.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2011,67.7,60.74069,64.70588,45.22613,100.0
Samoa,WSM,East Asia & Pacific,Upper middle income,2011,92.2,95.09809,82.35294,91.45729,100.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2011,80.7,97.02146,70.58824,55.27638,99.99948
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,36.0,65.41907,29.41176,16.0804,32.89947
Peru,PER,Latin America & Caribbean,Upper middle income,2011,75.6,91.67416,52.94118,57.78894,100.0
Haiti,HTI,Latin America & Caribbean,Low income,2011,32.5,0.0,35.29412,0.0,94.82611
Georgia,GEO,Europe & Central Asia,Upper middle income,2011,95.8,97.50758,88.23529,97.48744,100.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,,,,,100.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2011,89.9,95.57612,70.58824,93.46734,100.0
Estonia,EST,Europe & Central Asia,High income,2011,90.8,99.06828,76.47059,93.96985,93.57432
Russia,RUS,Europe & Central Asia,Upper middle income,2011,,,,,99.53772
Croatia,HRV,Europe & Central Asia,High income,2011,82.8,95.80712,58.82353,79.8995,96.56259
Cyprus,CYP,Europe & Central Asia,High income,2011,89.2,93.7047,70.58824,92.46231,100.0
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2011,47.5,33.49649,47.05882,60.30151,49.28239
Norway,NOR,Europe & Central Asia,High income,2011,91.3,99.08536,76.47059,94.47236,95.00744
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,84.4,84.99265,64.70588,89.44724,98.38406
Palau,PLW,East Asia & Pacific,High income,2011,81.1,97.15019,58.82353,72.36181,95.98071
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2011,64.3,75.42538,23.52941,64.32161,93.95345
Pakistan,PAK,South Asia,Lower middle income,2011,,,,,100.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,86.1,87.40393,70.58824,86.43216,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2011,76.5,91.60279,47.05882,67.33668,100.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,79.6,89.75386,58.82353,85.42714,84.3567
Djibouti,DJI,Middle East & North Africa,Lower middle income,2011,26.1,0.0,41.17647,63.31658,0.0
Singapore,SGP,East Asia & Pacific,High income,2011,96.5,99.63155,88.23529,97.98995,100.0
Denmark,DNK,Europe & Central Asia,High income,2011,91.1,100.0,76.47059,94.47236,93.50556
Serbia,SRB,Europe & Central Asia,Upper middle income,2011,86.7,96.02593,64.70588,87.43719,98.58483
Panama,PAN,Latin America & Caribbean,High income,2011,89.2,94.90874,70.58824,91.45729,100.0
Guinea,GIN,Sub-Saharan Africa,Low income,2011,30.4,26.12832,35.29412,60.30151,0.0
Oman,OMN,Middle East & North Africa,High income,2011,68.7,98.30209,61.76470499999999,86.934675,27.90201
Greece,GRC,Europe & Central Asia,High income,2011,70.8,89.62527,17.64706,81.40704,94.4241
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,64.0,83.69165,29.41176,44.22111,98.77533
Slovak Republic,SVK,Europe & Central Asia,High income,2011,81.0,99.05891,58.82353,71.8593,94.44455
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2011,71.3,68.44805,76.47059,91.45729,48.73603
Dem. Rep. Congo,COD,Sub-Saharan Africa,Low income,2011,39.9,0.0,44.117644999999996,15.57789,100.0
Libya,LBY,Middle East & North Africa,Upper middle income,2011,,,,,92.95831
Egypt,EGY,Middle East & North Africa,Lower middle income,2011,80.6,84.53466,50.0,87.9397,100.0
Slovenia,SVN,Europe & Central Asia,High income,2011,94.3,100.0,94.11765,94.47236,88.74278
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2011,76.3,86.50964,70.58824,48.24121,100.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,4.3,8.34446,8.82353,0.0,0.0
South Sudan,SSD,Sub-Saharan Africa,Low income,2011,,,,,100.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2011,63.8,85.1478,0.0,71.35678,98.50119
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2011,74.5,44.63582,70.58824,88.44221,94.32744
Niger,NER,Sub-Saharan Africa,Low income,2011,42.5,40.70914,47.05882,82.41206,0.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,32.4,0.0,41.17647,80.40201,8.08045
Romania,ROU,Europe & Central Asia,Upper middle income,2011,90.4,98.61669,70.58824,92.46231,99.78537
Spain,ESP,Europe & Central Asia,High income,2011,71.1,92.43013,47.05882,48.24121,96.6201
France,FRA,Europe & Central Asia,High income,2011,92.5,99.54945,76.47059,93.96985,99.99919
Comoros,COM,Sub-Saharan Africa,Lower middle income,2011,48.7,30.85881,47.05882,78.39196,38.6166
Poland,POL,Europe & Central Asia,High income,2011,78.5,91.82526,64.70588,61.30653,96.32858
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,75.8,88.11163,58.82353,56.28141,100.0
Portugal,PRT,Europe & Central Asia,High income,2011,88.1,96.7732,70.58824,93.46734,91.48058
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2011,65.7,83.51358,35.29412,44.22111,99.8708
Congo,COG,Sub-Saharan Africa,Lower middle income,2011,40.7,52.42187,38.235295,0.0,72.27982
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2011,66.0,44.0456,58.82353,61.30653,100.0
Qatar,QAT,Middle East & North Africa,High income,2011,76.9,96.43296,44.117644999999996,89.447235,77.40379
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2011,85.1,94.34937,64.70588,81.40704,100.0
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2011,68.5,89.04297,47.05882,46.23116,91.82311
Sri Lanka,LKA,South Asia,Upper middle income,2011,74.6,83.07022,52.94118,62.31156,100.0
Hungary,HUN,Europe & Central Asia,High income,2011,91.3,95.91211,76.47059,95.47739,97.44507
Finland,FIN,Europe & Central Asia,High income,2011,92.3,99.48156,88.23529,83.41709,98.03622
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2011,64.2,94.92534,35.29412,26.63317,100.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2011,65.0,76.8772,29.41176,57.28643,96.50821
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2011,95.4,98.9841,88.23529,94.47236,100.0
Qatar,QAT,Middle East & North Africa,High income,2012,79.5,96.94098,50.0,90.45226,80.7802
Ukraine,UKR,Europe & Central Asia,Lower middle income,2012,79.8,97.39665,47.05882,75.37688,99.53941
Egypt,EGY,Middle East & North Africa,Lower middle income,2012,80.8,85.23214,50.0,87.9397,100.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2012,87.8,91.13439,76.47059,83.41709,100.0
Malta,MLT,Middle East & North Africa,High income,2012,75.6,94.00427,47.05882,61.80905,99.60075
Liberia,LBR,Sub-Saharan Africa,Low income,2012,83.9,65.78772,76.47059,93.46734,100.0
Greece,GRC,Europe & Central Asia,High income,2012,78.7,89.95833,41.17647,89.44724,94.30639
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2012,83.2,86.55735,64.70588,81.40704,100.0
Yemen,YEM,Middle East & North Africa,Low income,2012,78.4,58.08417,67.64706,87.9397,100.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2012,73.5,93.973,29.41176,78.39196,92.34592
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,64.7,85.5887,29.41176,44.72362,98.89135
Uganda,UGA,Sub-Saharan Africa,Low income,2012,63.9,57.7395,23.52941,74.37186,100.0
Korea,KOR,East Asia & Pacific,High income,2012,88.7,92.71251,70.58824,91.45729,100.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2012,87.8,99.19029,64.70588,87.43719,100.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2012,76.4,76.80838,64.70588,69.34673,94.72335
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2012,73.0,66.00527,82.35294,94.47236,49.24038
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,74.2,87.45722,52.94118,56.28141,100.0
Belgium,BEL,Europe & Central Asia,High income,2012,91.2,97.25597,76.47059,95.9799,95.2722
Madagascar,MDG,Sub-Saharan Africa,Low income,2012,79.2,75.29337,52.94118,88.44221,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2012,,,,,
Tonga,TON,East Asia & Pacific,Upper middle income,2012,90.4,94.8582,82.35294,84.42211,100.0
Bhutan,BTN,South Asia,Lower middle income,2012,80.3,96.95562,58.82353,65.32663,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2012,88.5,89.07673,76.47059,88.44221,100.0
Hungary,HUN,Europe & Central Asia,High income,2012,91.4,96.20904,76.47059,95.47739,97.5699
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2012,91.4,98.220315,73.529415,93.96985,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2012,76.7,92.31921,47.05882,67.33668,100.0
Palau,PLW,East Asia & Pacific,High income,2012,81.1,97.11084,58.82353,72.36181,96.14779
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,79.7,99.58187,58.82353,60.30151,100.0
Benin,BEN,Sub-Saharan Africa,Low income,2012,43.2,25.055985,50.0,67.839195,29.89756
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,86.1,87.4624,70.58824,86.43216,100.0
Finland,FIN,Europe & Central Asia,High income,2012,92.3,99.51605,88.23529,83.41709,98.16687
Afghanistan,AFG,South Asia,Low income,2012,87.9,87.11124,73.529415,90.954775,100.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2012,45.5,21.74374,47.05882,13.06533,100.0
Portugal,PRT,Europe & Central Asia,High income,2012,90.7,98.85091,70.58824,93.46734,99.99202
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,81.8,90.33048,64.70588,85.92965,86.07609
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,65.5,73.26606,23.52941,65.32663,100.0
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,56.6,75.84477,52.94118,81.40704,16.27594
Tunisia,TUN,Middle East & North Africa,Lower middle income,2012,81.6,97.90863,41.17647,87.43719,100.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2012,73.0,81.73074,52.94118,57.28643,99.98346
Serbia,SRB,Europe & Central Asia,Upper middle income,2012,86.7,96.11582,64.70588,87.43719,98.58268
Puerto Rico,PRI,Latin America & Caribbean,High income,2012,91.1,99.27662,70.58824,94.47236,100.0
Albania,ALB,Europe & Central Asia,Upper middle income,2012,87.6,85.34636,70.58824,94.47236,100.0
Panama,PAN,Latin America & Caribbean,High income,2012,89.5,95.10734,70.58824,92.46231,100.0
Turkey,TUR,Europe & Central Asia,Upper middle income,2012,81.4,90.92628,47.05882,89.94975,97.8362
Barbados,BRB,Latin America & Caribbean,High income,2012,84.4,96.20549,58.82353,82.41206,100.0
Kosovo,XKX,Europe & Central Asia,Upper middle income,2012,62.4,86.64107,47.05882,42.21106,73.84704
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2012,76.7,88.10209,70.58824,48.24121,100.0
